dataset,split,image_path,lap_var,lbp_var,glcm_contrast,entropy
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (103).JPG,285.16342941665806,3.6236213118873293,64.5643289989164,7.334884557638449
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (104).JPG,183.47700516621765,3.199121476835344,35.06793865132951,6.620688979137011
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (110).JPG,199.16960682553096,4.379219871956416,38.07905409685755,7.445455327064893
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (111).JPG,106.10901783304485,4.543411511401038,21.918984412769852,7.045028169644912
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (113).JPG,275.22981004134004,4.676766988725018,57.059258314578656,7.395473054349868
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (118).JPG,32.801949666666665,1.3447530100782719,6.983395182128866,6.0793072907106644
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (12).JPG,256.3905821664514,4.763049141937665,58.725275818954735,7.270214256713192
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (121).JPG,270.4479330829025,3.278779715756581,86.24297057597734,7.3623696352685055
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (122).JPG,442.5050288106323,4.9824661915599675,107.50835242143869,7.54992976450682
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (124).JPG,243.846220916157,6.1460808937505025,49.72714478619656,7.47120964023692
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (125).JPG,300.6864078101285,5.673532458702992,58.14082837376011,7.472067429979149
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (126).JPG,399.55353783330816,4.859204703853229,77.71175535550555,7.599711245655197
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (127).JPG,76.89321141159036,1.213641642219999,13.748835875635576,7.27281080211746
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (130).JPG,159.382136333189,5.653170480708156,34.89392981578728,7.2330325258245685
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (133).JPG,416.87271666497105,6.426480606869749,87.37607718596313,7.730519269350537
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (137).JPG,168.81200216617538,3.894859824379435,34.13299858297907,7.425970894527655
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (14).JPG,180.2409387709205,3.6425630419671573,37.157469784112706,6.828221135094601
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (145).JPG,139.60373574942798,3.8543672834858285,29.378859381512047,7.209965832909193
SEAFLOWER_BOLIVAR,train,../benthic_data\reef_support\SEAFLOWER_BOLIVAR\images\20220912_AnB_CB10 (149).JPG,248.40630899807817,4.983149237779946,59.80900408435442,7.544437275067779
