image_path,bleached_percentage,mean_raw_red_z,mean_albedo_z,mean_luminance_z,mean_saturation_z,median_raw_red_z,median_albedo_z,median_luminance_z,median_saturation_z
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.1661476178996353,-0.15760466303248835,0.03150931862083053,0.05313507410778996,-0.22551405822722048,-0.16250347287755726,-0.24220482864522544,-0.21165682366292998,-0.09447905302773227
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.6870135207370672,1.4221302310760788,1.7148014973158363,1.7589505627541904,1.0032074252294374,1.2766702530086367,1.188654018822188,1.524723962732199,0.9198931334354733
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.1960751771322588,-0.09752220870757354,-0.28513308578924584,-0.39409320065190956,-0.495533824940014,-0.07412244876585643,-0.17590327231712619,-0.36893805585807676,-0.6833614567697953
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.0260950360519581,0.31149398761401004,0.3767570523738022,0.3865839550098373,-0.13099588666947728,0.2787561023521222,-0.022333172423083712,-0.014657822842656978,-0.49353233688930703
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.3662002399250552,-0.10131056437469899,0.04411888319024787,0.010267876231215176,-0.21094633245990976,-0.07686392048702198,-0.1900273471631618,-0.21165682366292998,-0.2622976145616915
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.1757659478015174,-0.27070525852880606,0.31518195786944,0.21799327627138915,-0.6082790338569377,-0.07412244876585643,0.10546989427395338,-0.1125604251630582,-0.6833614567697953
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.8291156232663074,0.05343180239057512,1.3205705109155652,1.0873363888060423,0.0056278928423646735,0.13680487639361824,0.7992831120839404,0.46272556892868794,-0.23693435676409486
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.9540025643662352,0.6971395522069042,0.07864185524068013,0.5988953856083489,-0.08801530227256914,0.6923192678630203,-0.16893268077327456,0.41778140589224105,0.004077107516462477
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.017166466410675,0.3611834244274697,0.023588718881388235,0.27450033158997,0.17771244516378493,0.3700546560019473,-0.3347775469106955,0.12829714797358518,0.07784812693352604
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.5825926236658057,-0.7225707527143916,-0.02904977055418085,-0.532717979911255,-0.9203714037944496,-0.5674448355809765,0.08398528885215284,-0.4863240058966669,-0.8515739172641087
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.217911646400672,0.13611629117308324,0.42594368040873526,0.29007890652388146,-0.29772313940647793,0.30124120068902127,0.20482937120097955,-0.020797245019201358,-0.4190546256423326
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.347358209441979,-0.01813251557986476,0.28323981948804733,0.46959005534518017,-0.28974231495019975,-0.11046581240883088,-0.11516815056842447,0.07773973832784989,-0.5940935154455883
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.3378299464410872,-0.2536830895540785,-0.04547088042408089,-0.08726807758773945,-0.5172958794846712,-0.27329246523492573,-0.12990772049137575,-0.2670353876661705,-0.6107155485890524
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.3358716053402633,-0.3602713302312655,-0.5487831275892728,-0.434653211337825,-0.8517900339342523,-0.37575140773862103,-0.3388999836108661,-0.2895718266798514,-0.8418154084633639
C9_PB_PSb_T3_19nov24_HBenavides_Corr,0.9617673567487848,0.5479412584045109,-1.17226117521784,-0.4744868103319112,0.12894690415703483,0.12402810910598744,-0.6736809944218566,0.002496632210247119,0.027296712472350493
